id,tempo,genre,duration_ms,energy,loudness,acousticness,album_name,macro_genre,instrumentalness,liveness,artists,popularity,speechiness,danceability,mode,valence,name,key
2ZSaFJce7lMuLOQEKaKVoc,172.959,j-idol,293813.0,0.898,-1.34,0.318,ジワるDAYS Type C,Regional,0.0,0.367,AKB48,18.0,0.0434,0.362,1.0,0.46,ジワるDAYS,7.0
2ZSep9yW6E1cwDNXhRb1Qf,118.044,synth-pop,238693.0,0.737,-12.684,0.0421,In The Garden Of Venus,Pop,0.0,0.256,Modern Talking,47.0,0.0332,0.667,0.0,0.766,In 100 Years,0.0
2ZSsclhsrONDKYfIj7NYCf,83.915,spanish,187857.0,0.768,-5.864,0.705,Un lugar en mis ideas,Regional,0.0,0.488,Brock Ansiolitiko,30.0,0.179,0.656,1.0,0.646,Cómo te sientes,0.0
2ZTD9OQUNJwkAaJqayQluh,92.014,j-dance,202360.0,0.797,-5.983,0.000608,Gangsta For Life: The Symphony Of David Brooks,Regional,0.0,0.306,Mavado,21.0,0.315,0.731,1.0,0.605,Dreaming,1.0
2ZTSHv3PqWhqU4TN1i2z6W,99.182,brazil,179828.0,0.309,-7.732,0.867,Te Imitarei,Latin,0.0,0.0889,Camila Holanda,45.0,0.0276,0.328,1.0,0.204,Regaço Acolhedor,2.0
2ZTuf3VIwB1EKuzwzFdJTT,124.974,alt-rock,224200.0,0.939,-2.638,0.0847,NX Zero,Rock,0.0,0.0776,NX Zero,48.0,0.0428,0.634,1.0,0.638,Pela Última Vez,8.0
2ZTuqej382h1UGi5ShWUNa,127.984,disco,218800.0,0.817,-8.845,0.00147,Diamonds (40th Anniversary Edition),Electronic,0.000569,0.132,Boney M.;Bassflow,35.0,0.0423,0.682,0.0,0.781,Rasputin - Bassflow 4.0 Mix,1.0
2ZUEopklc3lUm4OXUPB6WS,143.964,ambient,633462.0,0.734,-8.221,0.00177,Too Good To Not Believe (Live),Ambient/Chill,0.0,0.0965,Bethel Music;Brandon Lake,55.0,0.0509,0.355,1.0,0.237,Too Good To Not Believe - Live,0.0
2ZUOmCodNzWpzaomqle7aW,162.403,power-pop,208666.0,0.932,-3.586,0.00861,Mean Girls (Original Motion Picture Soundtrack),Pop,0.00616,0.0629,Blondie,50.0,0.0574,0.44,0.0,0.876,One Way or Another,6.0
2ZUSMbv6oiNLdcSg0RpQsz,0.0,sleep,180000.0,2.03e-05,-23.712,0.865,30 Minutes White Noise Yoga Trip,Ambient/Chill,0.65,0.944,Granular,32.0,0.0,0.0,1.0,0.0,One Start Trip,1.0
2ZUSWhE5jP7CvNItpLyZwA,114.891,psych-rock,206493.0,0.463,-9.664,0.0116,Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox),Rock,9.65e-05,0.0742,Pink Floyd,56.0,0.0354,0.517,0.0,0.49,Hey Hey Rise Up - feat. Andriy Khlyvnyuk of Boombox,1.0
2ZUUuCrmp0Ogs3b5M3BplD,147.024,disco,233469.0,0.79,-6.515,0.0827,A teraz tańcz (Radio Edit),Electronic,0.000318,0.107,Drossel,31.0,0.0351,0.68,0.0,0.962,A teraz tańcz - Radio Edit,2.0
2ZUpK7zEZHyewSn6b57AHW,120.051,pop,174000.0,0.812,-4.234,0.141,Find You,Pop,0.0,0.199,Charming Horses,24.0,0.0541,0.708,0.0,0.562,Find You,4.0
2ZUqlExmxqSF96tYnHMLLA,129.949,children,150041.0,0.329,-6.385,0.823,Animal Friends,Kids,1.21e-05,0.086,CoComelon,40.0,0.0491,0.941,1.0,0.791,"Five Little Ducks (Quack, quack, quack)",9.0
2ZUxIlHAS7D0OMAwzTVXWN,100.012,pop,216133.0,0.275,-14.194,0.409,I Know Who You Are,Pop,3.01e-05,0.202,Laura Tain,10.0,0.0307,0.632,1.0,0.633,She Drives Me Crazy,2.0
2ZVWUbzdQ2ImZrREws8ZpK,122.948,electronic,135233.0,0.827,-5.582,0.0157,Love Till It's Over (feat. MKLA),Electronic,0.000691,0.0656,DVBBS;MKLA,57.0,0.0405,0.555,0.0,0.0778,Love Till It's Over (feat. MKLA),0.0
2ZVWZ43K5wRHNcMhqTthAz,113.011,chill,146548.0,0.291,-13.512,0.958,glass,Ambient/Chill,0.569,0.106,nekoi,57.0,0.0433,0.472,0.0,0.0701,Glass,9.0
2ZVqFVycSxbbPhO9widTAq,89.113,trip-hop,180493.0,0.504,-11.491,0.114,Reverence / Irreverence,Ambient/Chill,7.29e-06,0.347,Faithless;Rollo Armstrong;Sister Bliss,17.0,0.0635,0.755,0.0,0.967,Soundcheck Jam,5.0
2ZVsepXjpvWmajHp5bQsgZ,180.003,power-pop,183911.0,0.942,-3.589,8.95e-05,Everything,Pop,0.0188,0.319,The Dollyrots,21.0,0.0646,0.445,1.0,0.872,Everything,10.0
2ZW4NujeGNg2mGApYyAmaU,96.018,goth,204000.0,0.529,-9.017,0.072,Oh Mamma Sa,Alternative,6.03e-06,0.0949,Adoo,24.0,0.156,0.727,1.0,0.572,Oh Mamma Sa - Radio Edit,7.0
2ZWUcwJFwHAKmfWbc1bOK9,92.517,black-metal,148411.0,0.92,-6.373,0.00309,Primal Future: 2019,Metal,0.00382,0.119,Toxic Holocaust,20.0,0.0389,0.498,1.0,0.483,Controlled By Fear,2.0
2ZWdUSlnSgHv2pxqMieKWM,138.01,trance,266086.0,0.996,-2.994,0.00288,Frozen (Full Fire Mix),Electronic,0.115,0.187,Roman Messer;Christina Novelli,51.0,0.194,0.544,0.0,0.0708,Frozen - Full Fire Mix,9.0
2ZWg239gHVNGV8t2h0ci29,91.47,new-age,225131.0,0.0657,-18.973,0.968,Winter Chill,Ambient/Chill,0.877,0.111,Jim Brickman,0.0,0.0318,0.248,1.0,0.0793,I'll Be Home For Christmas,0.0
2ZWlPOoWh0626oTaHrnl2a,116.408,soul,249191.0,0.386,-9.584,0.785,Blonde,Hip-Hop/R&B,0.000289,0.229,Frank Ocean,81.0,0.037,0.575,0.0,0.466,Ivy,9.0
2ZXBffiqoobplv6JZaygwF,137.258,romance,164911.0,0.164,-16.316,0.995,Old Russian Romances (Remastered),Mood,0.809,0.116,Кето Джапаридзе,0.0,0.0428,0.372,0.0,0.134,Не Вспоминай - Remastered,5.0
2ZYEpnio0Z6EfJWy2JAf53,89.494,world-music,335999.0,0.257,-17.361,0.968,#20 Sueños Vividos - Música Intrumental Suave 2018 para Dormir Bien y Relajarse Profundamente,World,0.949,0.11,Dulces Sueños,21.0,0.0415,0.198,1.0,0.0381,Sueños Vividos,8.0
2ZYRiFEv1F363SSoQRVlwN,117.916,folk,275896.0,0.346,-14.313,0.648,Holly Jolly Christmas,Folk/Country,0.000139,0.0511,The Pogues;Kirsty MacColl,0.0,0.0417,0.38,1.0,0.358,Fairytale of New York (Edit) - Radio Edit,2.0
2ZYWQKZL3qZkYFZv6plJKi,116.847,k-pop,292356.0,0.467,-8.189,0.852,Voice Of Isaignani Ilaiyaraja Vol -1,Pop,0.0,0.302,Ilaiyaraaja,45.0,0.0307,0.632,1.0,0.629,"En Thaayenum Koil (Feat. Aranmanai Kili) (From ""Aranmanai Kili"")",2.0
2ZYkl27YyPCXStjrdfHh5z,123.953,pop,235484.0,0.826,-4.886,0.000337,Silver Lake Queen,Pop,0.00744,0.0441,Diplomacy,39.0,0.0849,0.736,0.0,0.864,Silver Lake Queen,9.0
2ZYzHk9xJsGuj7BVtmnyrG,113.895,goth,254905.0,0.967,-5.059,0.00109,Design Your Universe,Alternative,0.396,0.0624,Epica,22.0,0.0778,0.612,1.0,0.302,Incentive,7.0
2ZZ3SXe3q8fwzVtIrQpEKy,129.95,ambient,130652.0,0.243,-21.787,0.995,La noyée,Ambient/Chill,0.892,0.0981,Mercuzio Pianist,51.0,0.0581,0.567,1.0,0.422,La noyée - Amelie soundtrack,7.0
2ZZEdfDH3QMmh1W1DhrUfQ,100.003,electronic,228000.0,0.555,-7.022,0.288,Fall Again,Electronic,0.000575,0.198,Asher,54.0,0.0855,0.744,0.0,0.102,Fall Again,10.0
2ZaL63zLMDr6H18El2EIt9,121.009,trip-hop,242773.0,0.637,-9.451,0.0668,Fragments,Ambient/Chill,0.485,0.191,Bonobo,59.0,0.0432,0.757,0.0,0.429,Rosewood,10.0
2ZaYFNn1YQuLSVdHhanr4Q,98.088,acoustic,149013.0,0.255,-14.844,0.362,We Were Here,Folk/Country,1.77e-05,0.0841,Joshua Radin,56.0,0.0311,0.545,1.0,0.831,Only You,8.0
2ZbFPXkcaYPq3tu1mLJkjk,119.933,rock,201320.0,0.934,-9.984,0.000769,Power To The People - The Hits,Rock,0.0014,0.113,John Lennon,50.0,0.123,0.625,0.0,0.142,Instant Karma! (We All Shine On),11.0
2ZbQK2ouOnWskEV7Fp3BOb,94.237,trip-hop,168102.0,0.787,-5.955,0.62,Ballroom Stories,Ambient/Chill,0.00491,0.073,Waldeck,49.0,0.161,0.782,0.0,0.601,Make My Day,3.0
2Zbw0nOYZoKU27sOYbrsv7,124.05,rap,201290.0,0.482,-8.99,0.152,Fresko,Hip-Hop/R&B,0.0,0.134,Bhavi,71.0,0.0522,0.856,0.0,0.431,Fresko,3.0
2Zc0tMUO1H2uO4KEx48VkP,146.33,cantopop,267120.0,0.559,-6.007,0.513,True Legend 101,Pop,0.0,0.32,Sammi Cheng,18.0,0.0376,0.408,0.0,0.249,捨不得你,0.0
2ZcKYyKjmupN8DesiIMp5w,122.187,romance,241160.0,0.394,-7.091,0.818,Золотые застольные песни. Часть шестая,Mood,0.0,0.108,"Группа ""Загадка""",0.0,0.0438,0.506,0.0,0.5,Дорогой длинною,2.0
2ZceU5sfgcH5h7bIsFuuXT,95.903,grunge,233346.0,0.627,-5.779,0.054,Folklore and Superstition,Rock,2.99e-06,0.111,Black Stone Cherry,44.0,0.03,0.482,1.0,0.17,Things My Father Said,2.0
2Zchohvstn3bcCbadISHq3,117.145,cantopop,130738.0,0.396,-13.856,0.175,TASTE OF TEARS (Live),Pop,0.00105,0.249,my little airport,28.0,0.0292,0.594,0.0,0.631,我們一起離開吧 - Live,9.0
2ZdEbIIwnH7oLIaEAlSl4a,106.525,malay,236579.0,0.659,-10.026,0.193,Aaravam,World,0.0,0.1,Matadoria,19.0,0.0686,0.448,0.0,0.41,Aaravam,0.0
2Zdd1LBFZaiKq5e5k2W2eW,99.009,new-age,300026.0,0.683,-9.823,0.0793,"Le Roi Est Mort, Vive Le Roi!",Ambient/Chill,0.0252,0.137,Enigma,42.0,0.0319,0.458,0.0,0.15,Beyond The Invisible,7.0
2ZdhylKMQC5uEMfo2MCwjF,172.106,dancehall,215893.0,0.773,-6.395,0.094,This Is Swedish Hip Hop Evolution,Reggae,0.0,0.0626,Labyrint,33.0,0.331,0.714,1.0,0.835,Trakterna,7.0
2Ze87RjZpLpw2fpgGFwFGV,122.146,comedy,119053.0,0.825,-6.301,0.881,Jokes to Make My Parents Proud,Spoken,0.0,0.73,Shane Mauss,23.0,0.892,0.588,1.0,0.482,"Blanket, Fart, Strip",2.0
2ZeTxFXTQeqXAYTJBwuPdT,128.999,black-metal,254493.0,0.978,-5.401,0.00129,Till Death Do Us Part,Metal,0.376,0.161,Deicide,19.0,0.116,0.255,0.0,0.036,Till Death Do Us Part,10.0
2ZfRaS9IbIDgMXAc2j4KCS,77.096,pop,239120.0,0.77,-2.528,0.00698,Mayday Parade (Deluxe Edition),Pop,0.0,0.338,Mayday Parade,43.0,0.042,0.204,1.0,0.326,You're Dead Wrong,7.0
2ZfkAtWcVfs7g7VDbed7JZ,147.012,hardstyle,383998.0,0.781,-6.381,0.00533,5 AM,Electronic,0.331,0.0824,Dutch Master,19.0,0.0688,0.578,0.0,0.519,5 AM,10.0
2ZfvKOIRxKS3ssDglE0EfK,111.42,tango,175120.0,0.38,-6.411,0.714,Antihéroes y Tumbas (Historias del Gótico Surero),Latin,0.0,0.104,La Chicana,17.0,0.061,0.533,1.0,0.521,La Uva,2.0
2Zgiqr0iQdc8WEnIDURZW7,83.595,bluegrass,233625.0,0.45,-9.281,0.399,Oval Room,Folk/Country,1.75e-05,0.144,Hackensaw Boys,20.0,0.0578,0.601,1.0,0.658,Oval Room,9.0
2ZgohtyqMXzziMV7rDZoRw,101.948,swedish,163125.0,0.867,-5.979,0.28,Happi,Regional,0.0,0.137,Mangoo;bby ivy,44.0,0.159,0.583,1.0,0.347,Happi,10.0
2ZgzcSD8lWLOwWoNYFX219,162.072,ambient,117482.0,0.014,-27.667,0.99,Refreshing Piano,Ambient/Chill,0.935,0.107,Chilly Gonzales;Johannes Bornlöf,0.0,0.0444,0.382,0.0,0.349,Gogol,7.0
2ZhOjD3qWdeHMYZM4zKADi,134.945,grunge,317840.0,0.569,-5.958,0.0388,The Illusion of Progress,Rock,0.0348,0.0975,Staind,32.0,0.0283,0.467,0.0,0.049,The Corner,1.0
2ZhgA7EM6w5w2PKdKDQRua,105.966,rap,236000.0,0.899,-5.621,0.0356,Creative Differences,Hip-Hop/R&B,0.0,0.288,Living Legends,6.0,0.199,0.835,1.0,0.613,Time to Ride,7.0
2Zi27tBhXnDQTz3porgaiw,143.734,alt-rock,232013.0,0.574,-6.265,0.0203,Seventeen Days,Rock,0.0,0.186,3 Doors Down,64.0,0.0263,0.551,0.0,0.308,Here Without You - Acoustic Version,10.0
2ZiJidFdQ30nVJEP4u44l3,194.073,metalcore,240927.0,0.863,-5.28,0.00302,Heart Vs. Mind,Metal,0.0,0.144,I Prevail,63.0,0.0941,0.437,0.0,0.233,Blank Space,11.0
2ZiugPYLX2ioPg1WWyc2Gy,175.921,power-pop,150506.0,0.925,-6.938,0.000257,One Way Ticket,Pop,0.000155,0.236,The Nerves,21.0,0.0692,0.411,1.0,0.889,It's Hot Outside,2.0
2Zj30DnM86JYR91PAlHyRW,56.605,anime,176982.0,0.0605,-24.98,0.978,Memories in the Rain,Soundtrack,0.719,0.279,BigRicePiano,47.0,0.0361,0.407,0.0,0.328,First Rain in Spring,11.0
2ZjJ8Vs3EvpNwLvIzroB4U,129.993,brazil,255746.0,0.57,-7.204,0.785,Sempre Fiel,Latin,0.0,0.118,Rose Nascimento,46.0,0.0326,0.644,1.0,0.326,Deus Está Contigo,7.0
2Zjg31wnbhRzGsnOrnEY0r,145.969,dub,174657.0,0.882,-4.323,0.000927,Loving You Kills Me,Reggae,9.63e-06,0.149,GG Magree,48.0,0.0327,0.606,1.0,0.46,Loving You Kills Me,11.0
2ZjsJXaUpLERq4BVGdNQQv,98.051,latin,229520.0,0.78,-6.566,0.214,Volví a Nacer (feat. Maluma),Latin,0.0,0.108,Carlos Vives,53.0,0.0797,0.765,1.0,0.735,Volví a Nacer (feat. Maluma),5.0
2Zk1727EP6wYTFwoCkJcQq,133.992,club,100414.0,0.436,-12.266,0.111,"We Are Young, Vol. 3",Electronic,0.262,0.104,Kyle Edwards;DJ Smallz 732,15.0,0.107,0.912,1.0,0.409,Make It Bounce,1.0
2ZkQDs0kJlNJzdnVgi2j52,144.774,drum-and-bass,254896.0,0.979,0.006,0.0854,Pantheon (EVILNOIZ Remix),Electronic,0.000298,0.267,Dirtyphonics;Ecraze;Evilnoiz,36.0,0.166,0.48,1.0,0.18,Pantheon - Evilnoiz Remix,11.0
2ZkVZXxtvykazsebpgTUtG,155.062,anime,255893.0,0.893,-1.926,5.01e-05,Mrs. GREEN APPLE,Soundtrack,0.000195,0.336,Mrs. GREEN APPLE,35.0,0.0567,0.457,1.0,0.614,うブ,6.0
2Zl7BFy5LjDaW5tFG3Bv0D,124.998,minimal-techno,205440.0,0.638,-7.894,0.000849,Never Look Back (Edit),Electronic,0.9,0.0923,Boris Brejcha,51.0,0.0631,0.883,1.0,0.489,Never Look Back - Edit,0.0
2ZlMf28QLAOAynRWQIGGQb,120.01,salsa,277640.0,0.834,-2.517,0.644,Ritmo Bonito,Latin,0.000184,0.041,Yuri Buenaventura,0.0,0.0345,0.79,0.0,0.829,El Guajiro Del Monte,9.0
2ZlTVC4MXXeTmlSkoAcu9W,140.745,black-metal,289483.0,0.919,-5.193,0.000206,I Loved You at Your Darkest,Metal,0.0453,0.0776,Behemoth,38.0,0.0886,0.177,1.0,0.129,Ecclesia Diabolica Catholica,6.0
2ZlUyEiq09jls3eyk6mjau,122.026,mandopop,251573.0,0.677,-6.848,0.141,七里香,Pop,0.00153,0.175,Jay Chou,53.0,0.0301,0.656,1.0,0.608,園遊會,11.0
2ZlgqiomIrjvkuWFDSVOLY,135.058,rock,207133.0,0.538,-7.974,0.00682,Paint California,Rock,0.00376,0.199,NoMBe,53.0,0.0365,0.699,1.0,0.466,Paint California,2.0
2ZlhEcYJocZcVnGVqtEcmM,126.421,children,86040.0,0.575,-5.941,0.559,The Best of The Wiggles,Kids,0.799,0.133,The Wiggles,38.0,0.0732,0.659,0.0,0.928,"Wags the Dog, He Likes to Tango",2.0
2Zm58KSh6PsjO87B9ut5SM,109.96,death-metal,144552.0,0.941,-3.762,0.000273,Der Tag an dem die Welt unterging,Metal,0.345,0.396,We Butter The Bread With Butter,34.0,0.0438,0.524,1.0,0.346,Wir gehen an Land,10.0
2ZnAe2Af6C6s8B25gtWbCU,151.0,heavy-metal,164013.0,0.803,-9.47,0.0124,Zona de Nadie (Remasterizado 2016),Metal,0.0149,0.11,Riff,38.0,0.0805,0.485,1.0,0.857,El Forastero - Remasterizado 2016,5.0
2ZnuIK4LbnJMXWDxhXAuSg,163.742,hard-rock,165240.0,0.934,-3.138,0.0056,A Arte De Charlie Brown Jr.,Rock,0.00419,0.105,Charlie Brown Jr.,38.0,0.0476,0.574,1.0,0.921,Proibida Pra Mim (Grazon),8.0
2ZohuMP9amLDPubKYsPXjA,142.516,world-music,274386.0,0.498,-7.77,0.0751,Christmas: The Peace Project,World,0.0,0.106,Hillsong Worship,44.0,0.0296,0.286,1.0,0.227,Seasons,0.0
2ZosoKioRi0SEFODWFKfsJ,126.556,disney,174327.0,0.0605,-30.646,0.98,Inside Out: Music from the Motion Picture for Solo Piano and Lullaby,Soundtrack,0.947,0.0929,Jartisto,48.0,0.0926,0.461,0.0,0.195,Bundle of Joy,9.0
2ZpBL3XWuurCyN6k1ayBj7,112.507,tango,139425.0,0.169,-13.517,0.993,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",Latin,9.94e-05,0.162,Carlos Gardel,17.0,0.275,0.713,0.0,0.684,Tomo y Obligo (Remastered 2022),2.0
2Zql6aBjLdgYTwhIdjXDGg,100.124,sad,118962.0,0.175,-15.747,0.216,Jocelyn Flores,Mood,0.000303,0.218,Killpop,53.0,0.104,0.891,0.0,0.324,Jocelyn Flores,9.0
2ZqucnGhfTDTF9DCyWN22t,119.178,classical,80533.0,0.0282,-27.009,0.996,Mozart: A Night of Classics,Classical,0.853,0.132,Wolfgang Amadeus Mozart;Christoph Eschenbach,11.0,0.0582,0.414,1.0,0.495,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 2",9.0
2ZqzELrxZZyeTPSR7GZBH4,114.921,pop-film,250325.0,0.525,-7.417,0.675,Maara (Original Motion Picture Soundtrack),Soundtrack,0.0,0.0645,Ghibran;Sid Sriram,61.0,0.0338,0.626,1.0,0.45,Yaar Azhaippadhu,10.0
2ZrBZRHoQ1oRCPBdMq2tjn,111.349,death-metal,346626.0,0.907,-8.215,1.3e-05,Subterranean,Metal,0.474,0.212,In Flames,26.0,0.0684,0.288,0.0,0.378,Subterranean,2.0
2Zrb6QwRYBF7EQmY44mbnl,126.046,edm,189365.0,0.939,-3.963,0.00789,Guilty,Electronic,0.00237,0.0909,Sick Individuals,53.0,0.0649,0.557,0.0,0.368,Guilty,11.0
2Zs5fGznx3418TuSd8G9tp,128.682,synth-pop,279546.0,0.874,-6.181,0.0299,Leave a Light On,Pop,0.0,0.107,Belinda Carlisle,19.0,0.064,0.549,1.0,0.478,Leave a Light On,2.0
2Zt4IqQqqVbIasXtNvJMDZ,173.98,latin,191269.0,0.84,-5.405,0.132,TMPR The Most Powerful Rookie,Latin,0.0,0.174,Farruko,37.0,0.0493,0.667,0.0,0.882,Pikete,0.0
2ZtAnYutOKj3u0j12pYH1c,158.755,salsa,274225.0,0.752,-6.578,0.63,20 Años (La Historia) [En Vivo],Latin,6.48e-05,0.172,Porfi Baloa,28.0,0.0421,0.513,0.0,0.867,Si Supieras - En Vivo,5.0
2ZtjuNdPKbiRlxCAm7J8Tt,124.001,minimal-techno,225648.0,0.705,-8.023,0.000551,Heaven (Oliver Schories Club Mix),Electronic,0.215,0.0875,Oliver Schories;Fredrik Ferrier,43.0,0.0357,0.724,1.0,0.204,Heaven - Oliver Schories Club Mix,1.0
2Zu0RM1e8qBQDfVIm072ki,126.986,rap,160630.0,0.664,-10.458,0.295,Jagodzianki (prod.by Abel de Jong),Hip-Hop/R&B,2.41e-06,0.217,Malik Montana,62.0,0.283,0.957,0.0,0.805,Jagodzianki (prod.by Abel de Jong),9.0
2ZuZbzyO08tYePmEVNNOdr,134.059,disney,242238.0,0.124,-18.509,0.989,Dreamy Piano,Soundtrack,0.962,0.119,Cameron's Bedtime Classics,20.0,0.0518,0.589,1.0,0.122,Autumn Colors,11.0
2ZueLWK6bJrBB4gKSVfHu8,110.973,disco,343240.0,0.765,-8.261,0.0194,Funk You,Electronic,0.0,0.1,Alexander O'Neal,32.0,0.0358,0.765,0.0,0.932,What's Missing,11.0
2Zuv8yMOYeF2TFERAOWJgS,93.364,rap,224240.0,0.83,-4.456,0.403,D-12 World,Hip-Hop/R&B,0.0,0.138,D12,1.0,0.32,0.646,0.0,0.71,American Psycho II,6.0
2Zv3DIXmY5tU5px29nkliU,147.896,folk,430927.0,0.554,-5.446,0.457,Panchrang,Folk/Country,3.84e-05,0.206,Kabir Cafe,35.0,0.0277,0.621,1.0,0.54,Moko Kahaan Dhunde Re Bandhe,5.0
2Zv7pI62rSoC4H1OFA5P7O,120.007,chicago-house,672844.0,0.601,-12.837,0.544,Black Resurrection,Electronic,0.907,0.0946,Glenn Underground,8.0,0.0541,0.742,1.0,0.834,Sessions of the Soul,6.0
2ZvPAmijp1K8qOKTh5GP9Q,138.335,disney,84720.0,0.378,-14.998,0.808,Løvenes Konge (Originalt Norsk Soundtrack),Soundtrack,0.0,0.299,Nils Jørgen Kaalstad;Anders Bye,19.0,0.215,0.668,1.0,0.855,Der løver sover søtt,5.0
2ZvjSvVHbXgS41KlpvlFj0,126.763,forro,76434.0,0.693,-9.25,0.443,Album Seresta as Melhores 2K20,Latin,0.0,0.719,Chicão dos Teclados,40.0,0.0339,0.719,1.0,0.876,Eu Duvido,0.0
2ZvkYIyvWLVCpBEYLqix1r,116.008,trip-hop,335279.0,0.827,-9.897,0.00181,Deep Deluxe,Ambient/Chill,0.86,0.127,Alex Cortiz,17.0,0.0459,0.661,1.0,0.603,Taste My Lemonade,7.0
2ZvtJPZa4laIvxv0aVHzNU,110.011,heavy-metal,249341.0,0.941,-4.135,0.00482,Basado en Hechos Reales,Metal,0.0,0.377,Carajo,22.0,0.0613,0.625,1.0,0.368,Perfecto Regalo,8.0
2Zvyb4Dw2zMXHwQlV6bRX2,162.641,classical,58306.0,0.061,-19.006,0.995,Mozart - A Classical Dawn,Classical,0.916,0.135,Wolfgang Amadeus Mozart;Danielle Laval,12.0,0.339,0.498,1.0,0.961,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 8. Variation VII",3.0
2ZwIO3ufWLFYxtEoam9ydu,119.924,chill,257000.0,0.339,-9.041,0.482,My Favourite Clothes,Ambient/Chill,1.36e-05,0.0838,RINI,70.0,0.144,0.746,1.0,0.291,My Favourite Clothes,2.0
2ZwV2OedvG1fgFff1yunrs,140.95,cantopop,161384.0,0.393,-10.855,0.869,適婚的年齡,Pop,0.000614,0.151,my little airport,35.0,0.0322,0.498,1.0,0.561,今晚講嘢夜唔夜,0.0
2ZweT6b3eqIrX8OV33ldlO,164.871,club,66913.0,0.728,-3.977,0.00631,Little Einsteins Tangin Song,Electronic,0.00109,0.0887,dj Shawny,41.0,0.335,0.711,0.0,0.461,Little Einsteins Tangin Song,1.0
2Zwj03lnIc2fG4Ky0mbyN3,150.109,french,273600.0,0.834,-4.216,0.000476,"Cheese Powers (Réédition anniversaire, deluxe edition)",Regional,0.0,0.035,Les 3 Fromages,31.0,0.0634,0.363,1.0,0.332,Ma botte au cul,10.0
2ZwjgC6JSTllAAY2lJFXQg,125.6,classical,90053.0,0.113,-22.262,0.979,Mozart - A Classical Dawn,Classical,0.878,0.1,Wolfgang Amadeus Mozart;Hagen Quartett,5.0,0.0501,0.448,1.0,0.792,"String Quartet No. 9 in A, K.169: 4. Rondeaux (Allegro)",9.0
2ZxdwRUfd0LiAshQclfQZb,88.004,pop-film,152500.0,0.784,-7.077,0.037,Drive Thru,Soundtrack,0.0,0.0631,Diljit Dosanjh,62.0,0.192,0.81,0.0,0.763,Red Chilli,10.0
2Zxili8AmCuqiomg9HzTgH,109.707,world-music,287080.0,0.276,-10.406,0.203,"Psalms, Vol. 2",World,0.0,0.15,Shane & Shane,52.0,0.0301,0.509,1.0,0.138,"Psalm 23 (Surely Goodness, Surely Mercy)",0.0
2ZxuHVUWdSoYpiERvukEDV,169.831,malay,392106.0,0.504,-7.132,0.668,Hits of Kester (Christian Devotional),World,0.00304,0.199,Kester,31.0,0.0369,0.452,1.0,0.452,Nandi Allathonnumilla,2.0
2ZyJ08S1uEDp1mJo8pcGGB,194.766,disney,148386.0,0.55,-12.937,0.453,Aladdin (Originalt Dansk Soundtrack),Soundtrack,0.0,0.304,Preben Kristensen,24.0,0.258,0.414,1.0,0.733,En ven som mig,0.0
2ZyTRSsgglwv1hyoZzX02Z,100.001,pop,204655.0,0.735,-4.725,0.0265,Major Lazer Presents: Give Me Future (Music From & Inspired by the Film),Pop,2.19e-05,0.235,Major Lazer,0.0,0.0488,0.678,1.0,0.386,"Particula (feat. DJ Maphorisa, Nasty C, Ice Prince, Patoranking & Jidenna)",8.0
2ZyuwVvV6Z3XJaXIFbspeE,108.029,pop,188493.0,0.626,-4.826,0.02,Know-It-All (Deluxe),Pop,0.0,0.0828,Alessia Cara,64.0,0.0886,0.741,0.0,0.706,Wild Things,1.0
2ZzCYFbW5wbGU6NfuJoZRm,79.997,piano,127500.0,0.195,-17.976,0.964,No Hard Feelings,Classical,0.905,0.111,Smyang Piano;tamagopalette,38.0,0.0289,0.471,0.0,0.258,First Love - Lofi Edit,8.0
2ZzggQv2HZs6pW33io6rqd,141.92,chicago-house,614146.0,0.765,-10.522,0.000289,Passages Vol.1,Electronic,0.922,0.145,DJ Skull,7.0,0.0994,0.699,0.0,0.47,Acid Wiss L,10.0
2a03afRiyAbNAleOByVju4,128.014,latin,209533.0,0.905,-4.032,0.123,Street Love,Latin,0.0,0.0496,Lloyd,60.0,0.241,0.822,0.0,0.674,Get It Shawty - Main,5.0
2a05MFdR1vtm8QVKFs1SGn,119.998,hardcore,247924.0,0.941,-3.242,0.000634,The Death of Me,Metal,1.16e-05,0.101,Polaris,58.0,0.0495,0.49,0.0,0.264,Masochist,3.0
2a0WwSvmFdXPTdDMilPA1y,114.243,acoustic,195213.0,0.673,-4.379,0.294,Shadows Collide With People,Folk/Country,0.0109,0.139,John Frusciante,54.0,0.0262,0.629,1.0,0.419,Song To Sing When I'm Lonely,6.0
2a1dpnaLw3CmTu9ofgwLE3,128.921,progressive-house,35450.0,0.812,-8.006,0.27,ASOT 1090 - A State Of Trance Episode 1090,Electronic,0.0,0.354,Armin van Buuren,40.0,0.293,0.602,1.0,0.832,"A State Of Trance (ASOT 1090) - Tune Of The Year Votings, Pt. 4",9.0
2a1iMaoWQ5MnvLFBDv4qkf,87.568,alt-rock,257480.0,0.383,-11.782,0.0724,The Bends,Rock,0.0176,0.0896,Radiohead,75.0,0.0256,0.419,1.0,0.35,High and Dry,4.0
